file,bucket,rule,retail_source_tre
appearance/mesh/mun_tato_starport_s01_u01_r7_arrivals1_mesh_r7.msh,PARK,starport-mesh,data_static_mesh_00.tre
appearance/mesh/mun_tato_starport_s01_u01_r8_ticket1_mesh_r8.msh,PARK,starport-mesh,data_static_mesh_00.tre
appearance/mesh/mun_tato_starport_s01_u01_r9_ticket2_mesh_r9.msh,PARK,starport-mesh,data_static_mesh_00.tre
appearance/mesh/tie_advanced_cockpit_l0.msh,KEEP,ship-asset,data_sku1_00.tre
appearance/mesh/tie_aggressor_cockpit_l0.msh,KEEP,ship-asset,data_sku1_00.tre
appearance/mesh/tie_bomber_cockpit_l0.msh,KEEP,ship-asset,data_sku1_00.tre
appearance/mesh/tie_fighter_cockpit_l0.msh,KEEP,ship-asset,data_sku1_00.tre
appearance/mesh/tie_interceptor_cockpit_l0.msh,KEEP,ship-asset,data_sku1_00.tre
appearance/mesh/xwing_cockpit_l0.msh,KEEP,ship-asset,data_sku1_00.tre
appearance/mesh/ywing_cockpit_l0.msh,KEEP,ship-asset,data_sku1_00.tre
appearance/planet_dantooine.pln,PARK,sky-planet-visual,patch_15_00.tre
appearance/planet_naboo_moon.pln,PARK,sky-planet-visual,patch_15_00.tre
appearance/planet_yavin.pln,PARK,sky-planet-visual,patch_15_00.tre
appearance/planet_yavin4.pln,PARK,sky-planet-visual,patch_15_00.tre
appearance/pt_bolt_flash_cannon_flash.prt,KEEP,space-combat-fx,patch_sku1_12_00.tre
appearance/pt_bolt_proton_carbine.prt,KEEP,space-combat-fx,patch_06.tre
appearance/pt_bolt_proton_rifle.prt,KEEP,space-combat-fx,patch_06.tre
appearance/pt_burning_smoking_thruster_2.prt,KEEP,space-combat-fx,patch_05.tre
appearance/pt_burning_smoking_thruster_3.prt,KEEP,space-combat-fx,patch_05.tre
appearance/pt_burning_thruster.prt,KEEP,space-combat-fx,patch_05.tre
appearance/pt_burning_thruster_2.prt,KEEP,space-combat-fx,patch_05.tre
appearance/pt_burning_thruster_3.prt,KEEP,space-combat-fx,patch_05.tre
appearance/pt_burning_thruster_sm.prt,KEEP,space-combat-fx,patch_05.tre
appearance/pt_contrail_02.prt,KEEP,space-combat-fx,patch_11_00.tre
appearance/pt_contrail_03.prt,KEEP,space-combat-fx,patch_11_00.tre
appearance/pt_drain_force.ltn,PARK,force-jedi-fx,patch_09.tre
appearance/pt_explosion_bomber_death_lg.prt,KEEP,space-combat-fx,patch_sku1_12_00.tre
appearance/pt_explosion_capship_hull_level04a.prt,KEEP,space-named,patch_sku1_12_00.tre
appearance/pt_explosion_capship_level03_03a.prt,KEEP,space-named,patch_sku1_12_00.tre
appearance/pt_explosion_ship_armor.prt,KEEP,space-named,patch_sku1_12_00.tre
appearance/pt_explosion_ship_armor_event_hvy.prt,KEEP,space-named,patch_sku1_12_00.tre
appearance/pt_explosion_ship_armor_event_lt.prt,KEEP,space-named,patch_sku1_12_00.tre
appearance/pt_explosion_ship_armor_event_md.prt,KEEP,space-named,patch_sku1_12_00.tre
appearance/pt_explosion_ship_armor_hvy.prt,KEEP,space-named,patch_sku1_12_00.tre
appearance/pt_explosion_ship_armor_lt.prt,KEEP,space-named,patch_sku1_12_00.tre
appearance/pt_explosion_ship_armor_md.prt,KEEP,space-named,patch_sku1_12_00.tre
appearance/pt_explosion_space_md.prt,KEEP,space-named,patch_sku1_12_00.tre
appearance/pt_explosion_starfighter_death_md.prt,KEEP,space-combat-fx,patch_sku1_12_00.tre
appearance/pt_explosion_starfighter_death_md_2.prt,KEEP,space-combat-fx,patch_sku1_12_00.tre
appearance/pt_explosion_starfighter_death_sm.prt,KEEP,space-combat-fx,patch_sku1_12_00.tre
appearance/pt_force_knockdown.ltn,PARK,force-jedi-fx,patch_03.tre
appearance/pt_hit_advanced_laser_cannon_laser.prt,KEEP,space-combat-fx,data_sku1_00.tre
appearance/pt_hit_flash_cannon_elite_flash.prt,KEEP,space-combat-fx,patch_sku1_12_00.tre
appearance/pt_hit_flash_cannon_flash.prt,KEEP,space-combat-fx,data_sku1_00.tre
appearance/pt_hit_gauss.prt,KEEP,space-combat-fx,patch_sku1_15_00.tre
appearance/pt_hit_ion_cannon_acid.prt,KEEP,space-combat-fx,patch_sku1_12_00.tre
appearance/pt_hit_ion_cannon_ion.prt,KEEP,space-combat-fx,patch_sku1_12_00.tre
appearance/pt_hit_ion_cannon_proton.prt,KEEP,space-combat-fx,patch_sku1_12_00.tre
appearance/pt_hit_laser_cannon_laser.prt,KEEP,space-combat-fx,patch_sku1_12_00.tre
appearance/pt_hit_lightning.prt,KEEP,space-combat-fx,patch_sku1_15_00.tre
appearance/pt_hit_lightning_cannon_lightning.prt,KEEP,space-combat-fx,patch_sku1_12_00.tre
appearance/pt_hit_mirv.prt,KEEP,space-combat-fx,patch_sku1_15_00.tre
appearance/pt_hit_null.prt,KEEP,space-combat-fx,patch_sku1_15_00.tre
appearance/pt_hit_photon.prt,KEEP,space-combat-fx,patch_sku1_15_00.tre
appearance/pt_hit_plasma.prt,KEEP,space-combat-fx,patch_sku1_15_00.tre
appearance/pt_hit_railgun.prt,KEEP,space-combat-fx,patch_sku1_15_00.tre
appearance/pt_hit_slug_thrower_slug.prt,KEEP,space-combat-fx,patch_sku1_12_00.tre
appearance/pt_ship_trailing_damage_1.prt,KEEP,space-named,patch_sku1_12_00.tre
appearance/pt_ship_trailing_damage_4.prt,KEEP,space-named,patch_sku1_12_00.tre
appearance/pt_smoking_thruster_heavy.prt,KEEP,space-combat-fx,patch_05.tre
appearance/pt_smoking_thruster_light.prt,KEEP,space-combat-fx,patch_05.tre
appearance/pt_swoosh_contrails.prt,KEEP,space-combat-fx,data_sku1_00.tre
appearance/pt_trailing_explosion_capship_level01_01_firetrail.prt,KEEP,space-named,patch_sku1_12_00.tre
appearance/pt_trailing_explosion_capship_level05_01_firetrail.prt,KEEP,space-named,patch_sku1_12_00.tre
appearance/pt_trailing_ship_debris02.prt,KEEP,space-named,patch_sku1_12_00.tre
appearance/pt_trailing_space_explosion_md.prt,KEEP,space-named,patch_07.tre
appearance/pt_trailing_space_explosion_md02.prt,KEEP,space-named,data_sku1_00.tre
appearance/pt_trailing_space_explosion_md04.prt,KEEP,space-named,data_sku1_07.tre
appearance/sw_light_saber_white.swh,PARK,force-jedi-fx,patch_05.tre
clientdata/ship/client_shared_blacksun_heavy_s01.cdf,KEEP,ship-clientdata,patch_11_03.tre
clientdata/ship/client_shared_blacksun_heavy_s02.cdf,KEEP,ship-clientdata,patch_11_03.tre
clientdata/ship/client_shared_blacksun_heavy_s03.cdf,KEEP,ship-clientdata,patch_11_03.tre
clientdata/ship/client_shared_blacksun_heavy_s04.cdf,KEEP,ship-clientdata,patch_11_03.tre
clientdata/ship/client_shared_blacksun_light_s01.cdf,KEEP,ship-clientdata,patch_11_03.tre
clientdata/ship/client_shared_blacksun_light_s02.cdf,KEEP,ship-clientdata,patch_11_03.tre
clientdata/ship/client_shared_blacksun_light_s03.cdf,KEEP,ship-clientdata,patch_11_03.tre
clientdata/ship/client_shared_blacksun_light_s04.cdf,KEEP,ship-clientdata,patch_11_03.tre
clientdata/ship/client_shared_blacksun_medium_s03.cdf,KEEP,ship-clientdata,patch_15_00.tre
clientdata/ship/client_shared_blacksun_medium_s04.cdf,KEEP,ship-clientdata,patch_15_00.tre
clientdata/ship/client_shared_blacksun_vaksai.cdf,KEEP,ship-clientdata,patch_17_00.tre
clientdata/ship/component/eng_arc170_s01.cdf,KEEP,ship-clientdata,patch_15_00.tre
clientdata/ship/component/eng_arc170_s02.cdf,KEEP,ship-clientdata,patch_15_00.tre
clientdata/ship/component/eng_tie_advanced.cdf,KEEP,ship-clientdata,patch_12_00.tre
clientdata/ship/component/eng_tieadvanced_s01.cdf,KEEP,ship-clientdata,patch_12_00.tre
clientdata/ship/component/eng_tiebomber_s01.cdf,KEEP,ship-clientdata,patch_12_00.tre
clientdata/ship/component/eng_tiefighter_s01.cdf,KEEP,ship-clientdata,patch_12_00.tre
clientdata/ship/component/eng_tieinterceptor_s01.cdf,KEEP,ship-clientdata,patch_12_00.tre
clientdata/ship/component/eng_tieoppressor_s01.cdf,KEEP,ship-clientdata,patch_12_00.tre
clientdata/ship/component/eng_xwing_pos_s03.cdf,KEEP,ship-clientdata,patch_15_00.tre
clientdata/ship/component/wing_blacksun_heavy_s01.cdf,KEEP,ship-clientdata,patch_11_00.tre
clientdata/ship/component/wing_blacksun_heavy_s02.cdf,KEEP,ship-clientdata,patch_11_00.tre
clientdata/ship/component/wing_blacksun_light_s01.cdf,KEEP,ship-clientdata,patch_11_00.tre
clientdata/ship/component/wing_blacksun_medium_s01.cdf,KEEP,ship-clientdata,patch_11_03.tre
clientdata/ship/component/wing_blacksun_medium_s02.cdf,KEEP,ship-clientdata,patch_11_03.tre
clientdata/ship/component/wing_bwing.cdf,KEEP,ship-clientdata,patch_11_02.tre
clientdata/ship/component/wing_hutt_heavy_s01.cdf,KEEP,ship-clientdata,patch_11_00.tre
clientdata/ship/component/wing_hutt_heavy_s02.cdf,KEEP,ship-clientdata,patch_11_00.tre
clientdata/ship/component/wing_hutt_light_s01.cdf,KEEP,ship-clientdata,patch_11_00.tre
clientdata/ship/component/wing_hutt_light_s02.cdf,KEEP,ship-clientdata,patch_11_00.tre
clientdata/ship/component/wing_hutt_medium_s01.cdf,KEEP,ship-clientdata,patch_11_00.tre
clientdata/ship/component/wing_hutt_medium_s02.cdf,KEEP,ship-clientdata,patch_11_00.tre
clientdata/ship/component/wing_xwing_neg_s01.cdf,KEEP,ship-clientdata,patch_11_00.tre
clientdata/ship/component/wing_xwing_pos_s01.cdf,KEEP,ship-clientdata,patch_11_00.tre
clientdata/ship/component/wpn_star_destroyer_mini_turret_base.cdf,KEEP,ship-clientdata,patch_11_00.tre
clientdata/ship/component/wpn_star_destroyer_turret_dome.cdf,KEEP,ship-clientdata,patch_11_00.tre
clientdata/ship/component/wpn_star_destroyer_turret_med.cdf,KEEP,ship-clientdata,patch_11_00.tre
clientdata/ship/component/wpn_star_destroyer_turret_square.cdf,KEEP,ship-clientdata,patch_11_00.tre
clienteffect/cbt_bolt_hit_asteroid_other.cef,KEEP,ship-asset,data_sku1_00.tre
clienteffect/cbt_bolt_hit_metal.cef,KEEP,space-combat-cef,data_sku1_00.tre
clienteffect/cbt_explode_yt1300.cef,KEEP,ship-asset,patch_sku1_12_00.tre
clienteffect/cbt_explode_yt2400.cef,KEEP,ship-asset,patch_sku1_12_00.tre
clienteffect/cbt_friendlyfire_warn.cef,KEEP,space-combat-cef,data_sku1_06.tre
clienteffect/cbt_gun_flash_cannon_flash.cef,KEEP,space-combat-cef,patch_sku1_12_00.tre
clienteffect/cbt_hit_ship_chassis_med.cef,KEEP,space-combat-cef,patch_sku1_12_00.tre
clienteffect/cbt_ship_capital_destruction_break_explosion_01.cef,KEEP,space-combat-cef,data_sku1_00.tre
clienteffect/cbt_ship_capital_destruction_split_00_01.cef,KEEP,space-combat-cef,data_sku1_00.tre
clienteffect/cbt_ship_capital_destruction_split_00_02.cef,KEEP,space-combat-cef,data_sku1_00.tre
clienteffect/cbt_ship_capital_destruction_split_00_03.cef,KEEP,space-combat-cef,data_sku1_00.tre
clienteffect/cbt_ship_capital_destruction_split_00_04.cef,KEEP,space-combat-cef,data_sku1_00.tre
clienteffect/cbt_ship_capital_destruction_split_00_05.cef,KEEP,space-combat-cef,data_sku1_00.tre
clienteffect/cbt_ship_capital_destruction_split_00_06.cef,KEEP,space-combat-cef,data_sku1_00.tre
clienteffect/cbt_ship_capital_destruction_split_01_01.cef,KEEP,space-combat-cef,data_sku1_00.tre
clienteffect/cbt_ship_capital_destruction_split_02_01.cef,KEEP,space-combat-cef,data_sku1_00.tre
clienteffect/space_collision.cef,KEEP,space-named,data_sku1_06.tre
clienteffect/ui_missile_aquiring.cef,KEEP,space-combat-cef,patch_11_00.tre
datatables/interior/interior.iff,PARK,interior-datatable,patch_16_00.tre
datatables/space/nebula/space_corellia_2.iff,KEEP,space-datatable,patch_11_03.tre
datatables/space/ship_chassis_player_arc170.iff,KEEP,space-datatable,patch_17_00.tre
datatables/space/ship_chassis_player_blacksun_heavy_s01.iff,KEEP,space-datatable,patch_17_00.tre
datatables/space/ship_chassis_player_blacksun_heavy_s02.iff,KEEP,space-datatable,patch_17_00.tre
datatables/space/ship_chassis_player_blacksun_heavy_s03.iff,KEEP,space-datatable,patch_17_00.tre
datatables/space/ship_chassis_player_blacksun_heavy_s04.iff,KEEP,space-datatable,patch_17_00.tre
datatables/space/ship_chassis_player_firespray.iff,KEEP,space-datatable,patch_17_00.tre
datatables/space/ship_chassis_player_hutt_heavy_s01.iff,KEEP,space-datatable,patch_17_00.tre
datatables/space/ship_chassis_player_hutt_heavy_s02.iff,KEEP,space-datatable,patch_17_00.tre
effect/e_particle_emisadd.eft,PARK,shared-base-effect,patch_09.tre
palette/imperial_officer.pal,PARK,palette,patch_11_00.tre
palette/rebel_faction_armor.pal,PARK,palette,patch_15_01.tre
palette/stormtrooper_stripes.pal,PARK,palette,patch_08.tre
palette/wr_earthtones.pal,PARK,palette,data_other_00.tre
palette/wr_leather.pal,PARK,palette,data_other_00.tre
palette/wr_metal.pal,PARK,palette,patch_05.tre
pixel_program/h_color2w_specmap_cbmp_ps20.psh,PARK,pixel-program,patch_11_00.tre
pixel_program/h_color2w_specmap_ps20.psh,PARK,pixel-program,patch_12_00.tre
pixel_program/h_color2w_specmap_ps20_nodot3.psh,PARK,pixel-program,patch_10.tre
pixel_program/include/functions.inc,PARK,pixel-program,patch_11_00.tre
pixel_program/include/pixel_shader_constants.inc,PARK,pixel-program,patch_11_00.tre
shader/defaultappearance.sht,PARK,default-shader,data_other_00.tre
shader/defaultshader.sht,PARK,default-shader,data_other_00.tre
shader/hyperspace_beacon_window.sht,KEEP,space-named,data_sku1_02.tre
shader/intr_tech_floor_c_cs8.sht,PARK,interior-shader,data_other_00.tre
shader/intr_tech_floora_cd8.sht,PARK,interior-shader,data_other_00.tre
shader/intr_tech_floorb_ad8.sht,PARK,interior-shader,data_other_00.tre
shader/intr_tech_floorb_cd8.sht,PARK,interior-shader,data_other_00.tre
shader/neutral_hangarwall_destroyed_ascd21.sht,PARK,interior-shader,data_sku1_02.tre
shader/pln_yavin_clouds.sht,PARK,sky-planet-visual,data_sku1_02.tre
shader/pt_add_smoke.sht,JUDGE,shared-particle-fx,patch_03.tre
shader/pt_blast_lines.sht,KEEP,space-blast-shader,data_sku1_02.tre
shader/pt_blast_ring_fill.sht,KEEP,space-blast-shader,patch_09.tre
shader/pt_lightening.sht,KEEP,space-blast-shader,data_other_00.tre
shader/pt_lightening_2.sht,KEEP,space-blast-shader,data_other_00.tre
shader/pt_nebulae_fire.sht,KEEP,space-named,data_sku1_02.tre
shader/rbl_windows_destroyed_as8.sht,PARK,interior-shader,data_sku1_02.tre
shader/smuggler_warlord_ship_window.sht,KEEP,space-named,data_sku1_02.tre
terrain/dantooine.trn,PARK,terrain-def,patch_04.tre
terrain/dantooine_colorramp_grassplains.tga,PARK,terrain-def,data_other_00.tre
terrain/dantooine_colorramp_grassplains_height.tga,PARK,terrain-def,data_other_00.tre
terrain/dantooine_colorramp_lg_stepes.tga,PARK,terrain-def,data_other_00.tre
terrain/dantooine_colorramp_mountains.tga,PARK,terrain-def,data_other_00.tre
terrain/lok.trn,PARK,terrain-def,patch_03.tre
terrain/yavin4.trn,PARK,terrain-def,patch_09.tre
texture/am_head_r2_s01.dds,PARK,character-texture,data_texture_00.tre
texture/am_head_r2_s01_sm.dds,PARK,character-texture,data_texture_00.tre
texture/am_head_r2_s01_spec.dds,PARK,character-texture,data_texture_00.tre
texture/arc170_a_s.dds,KEEP,ship-asset,patch_sku1_15_00.tre
texture/arc170_cockpit_1_emis.dds,KEEP,ship-asset,patch_sku1_15_00.tre
texture/arc170_cockpit_2_emis.dds,KEEP,ship-asset,patch_sku1_15_00.tre
texture/asteroid_tan.dds,KEEP,ship-asset,data_sku1_02.tre
texture/asteroid_tan_spec.dds,KEEP,ship-asset,data_sku1_02.tre
texture/awing_body_s01_cn.dds,KEEP,ship-asset,patch_sku1_15_00.tre
texture/blacksun_heavy_attachment_s01_pattern01_a.dds,KEEP,ship-asset,patch_sku1_15_00.tre
texture/blacksun_light_wing_s02_s.dds,KEEP,ship-asset,data_sku1_02.tre
texture/blacksun_light_wing_s03_pattern05_a.dds,KEEP,ship-asset,patch_sku1_15_00.tre
texture/bth_b_teeth.dds,PARK,character-texture,data_texture_00.tre
texture/bwing_body_spec.dds,KEEP,ship-asset,data_sku1_02.tre
texture/cave_rock_damp_dark_roof.dds,PARK,terrain-texture,patch_sku2_15_00.tre
texture/cave_rock_damp_dark_wall.dds,PARK,terrain-texture,patch_sku2_15_00.tre
texture/cave_rock_damp_dark_wall_blend.dds,PARK,terrain-texture,patch_sku2_15_00.tre
texture/cave_rock_damp_fade_wall.dds,PARK,terrain-texture,patch_07.tre
texture/cave_rock_damp_fade_wall_blend.dds,PARK,terrain-texture,patch_07.tre
texture/cave_rock_damp_floor.dds,PARK,terrain-texture,patch_sku2_15_00.tre
texture/cave_rock_damp_roof.dds,PARK,terrain-texture,patch_sku2_15_00.tre
texture/cave_rock_damp_wall.dds,PARK,terrain-texture,patch_sku2_15_00.tre
texture/cave_rock_damp_wall_blend.dds,PARK,terrain-texture,patch_sku2_15_00.tre
texture/corellia_concrete_a.dds,PARK,terrain-texture,data_texture_01.tre
texture/corellia_concrete_a_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/corellia_concrete_a_unlined.dds,PARK,terrain-texture,data_texture_01.tre
texture/corellia_concrete_b.dds,PARK,terrain-texture,data_texture_01.tre
texture/corellia_concrete_b_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/corellia_concrete_bump_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/corellia_concrete_d.dds,PARK,terrain-texture,data_texture_01.tre
texture/corellia_concrete_detail_a.dds,PARK,terrain-texture,data_texture_01.tre
texture/corellia_marble_c_deta.dds,PARK,terrain-texture,data_texture_01.tre
texture/corellia_marble_c_detb.dds,PARK,terrain-texture,data_texture_01.tre
texture/corellia_marble_c_unlined_fallback.dds,PARK,terrain-texture,data_texture_01.tre
texture/corellia_marble_d_deta.dds,PARK,terrain-texture,data_texture_01.tre
texture/corellia_marble_d_detb.dds,PARK,terrain-texture,data_texture_01.tre
texture/corellia_marble_deta.dds,PARK,terrain-texture,data_texture_01.tre
texture/corellia_marble_detb.dds,PARK,terrain-texture,data_texture_01.tre
texture/corellian_corvette_engine_on.dds,KEEP,ship-asset,data_sku1_02.tre
texture/corl_fountain_water.dds,PARK,terrain-texture,data_texture_01.tre
texture/dant_mud_detail.dds,PARK,terrain-texture,data_texture_01.tre
texture/dant_mud_detail_b.dds,PARK,terrain-texture,data_texture_01.tre
texture/dant_mudhut_mud_s01.dds,PARK,terrain-texture,data_texture_01.tre
texture/dant_mudhut_mud_s01_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dant_mudhut_rock_s01.dds,PARK,terrain-texture,data_texture_01.tre
texture/dant_mudhut_rock_s01_lod.dds,PARK,terrain-texture,data_texture_01.tre
texture/dant_mudhut_rock_s01_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dath_grass.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_bigcracks.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_bigcracks_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_bigcracks_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_bigcracks_bluegray.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_bigcracks_bluegray_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_bigcracks_bluegray_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_coolmud.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_coolmud_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_coolmud_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_coolmud_a3.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_cracked.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_cracked_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_cracked_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_cracks_sm.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_cracks_sm_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_cracks_sm_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_darkbigcracks.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_darkbigcracks_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_darkbigcracks_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_darkcracked.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_darkcracked_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_darkcracked_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_darkcracked_a3.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_darksmooth.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_darksmooth_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_dath_desertcanyonfloor.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_dath_desertcanyonfloor_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_dath_desertcanyonfloor_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_dath_desertcanyonfloor_a3.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_dath_path.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_dath_redhilltran.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_dath_redhilltran_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_dath_redhilltran_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_detailbaregrey.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_detailcrackedsand.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_endr_sandylakebottom.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_endr_sandylakebottom_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_endr_shoreline.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_endr_shoreline_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_endr_shoreline_a1_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_endr_shoreline_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_everdirt.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_everdirt_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_everdirt_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_everdirt_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_farmrowshorz.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_farmrowshorz_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_finedarkjungdirt.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_finedarkjungdirt_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_finedarkjungdirt_a1_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_finedarkjungdirt_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_finedarkjungdirt_a2_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_finedarkjungdirt_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_grasslands.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_grasslands_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_grasslands_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_grasslands_a3.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_grasslands_a4.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_lok_smallrock.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_lok_smallrock_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_lok_smallrock_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mediumdark.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mediumdark_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mediumdark_a1_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mediumdark_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mediumdark_a2_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mediumdark_a3.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mediumdark_a3_n.dds,PARK,terrain-texture,data_texture_01.tre
